claimid,claim,doi,link,abstitle,abssentid,abssent,labels,
16,"During pregnancy, if the mother suffers organ damage, the baby in the womb sends stem cells to repair the damaged organ.",10.4049/jimmunol.180.2.889,https://www.snopes.com/fact-check/fetus-can-send-stem-cells-repair-mothers-damaged-organs/,Pregnancy Allows the Transfer and Differentiation of Fetal Lymphoid Progenitors into Functional T and B Cells in Mothers,5,Fetal double-positive T cells (CD4+CD8+) with characteristic TCR and IL-7R expression patterns could be recovered in maternal thymus during the resulting pregnancies.,N, 
16,"During pregnancy, if the mother suffers organ damage, the baby in the womb sends stem cells to repair the damaged organ.",10.4049/jimmunol.180.2.889,https://www.snopes.com/fact-check/fetus-can-send-stem-cells-repair-mothers-damaged-organs/,Pregnancy Allows the Transfer and Differentiation of Fetal Lymphoid Progenitors into Functional T and B Cells in Mothers,6,We made similar observations in the thymus of immunocompetent mothers.,N, 
16,"During pregnancy, if the mother suffers organ damage, the baby in the womb sends stem cells to repair the damaged organ.",10.4049/jimmunol.180.2.889,https://www.snopes.com/fact-check/fetus-can-send-stem-cells-repair-mothers-damaged-organs/,Pregnancy Allows the Transfer and Differentiation of Fetal Lymphoid Progenitors into Functional T and B Cells in Mothers,7,Such phenomenon was observed overall in 12 of 68 tested mice compared with 0 of 51 controls (p = 0.001).,S, 
16,"During pregnancy, if the mother suffers organ damage, the baby in the womb sends stem cells to repair the damaged organ.",10.4049/jimmunol.180.2.889,https://www.snopes.com/fact-check/fetus-can-send-stem-cells-repair-mothers-damaged-organs/,Pregnancy Allows the Transfer and Differentiation of Fetal Lymphoid Progenitors into Functional T and B Cells in Mothers,8,T cells could also be found in maternal spleen and produced IFN-γ in the presence of an allogenic or an Ag-specific stimulus.,N, 
16,"During pregnancy, if the mother suffers organ damage, the baby in the womb sends stem cells to repair the damaged organ.",10.4049/jimmunol.180.2.889,https://www.snopes.com/fact-check/fetus-can-send-stem-cells-repair-mothers-damaged-organs/,Pregnancy Allows the Transfer and Differentiation of Fetal Lymphoid Progenitors into Functional T and B Cells in Mothers,9,"Similarly, CD19+IgM+ fetal B cells as well as plasma Igs could be found in maternal RAG−/− bone marrow and spleen after similar matings.",N, 
16,"During pregnancy, if the mother suffers organ damage, the baby in the womb sends stem cells to repair the damaged organ.",10.4049/jimmunol.180.2.889,https://www.snopes.com/fact-check/fetus-can-send-stem-cells-repair-mothers-damaged-organs/,Pregnancy Allows the Transfer and Differentiation of Fetal Lymphoid Progenitors into Functional T and B Cells in Mothers,10,Our results suggest that during gestation mothers acquire fetal lymphoid progenitors that develop into functional T cells.,N, 
16,"During pregnancy, if the mother suffers organ damage, the baby in the womb sends stem cells to repair the damaged organ.",10.4049/jimmunol.180.2.889,https://www.snopes.com/fact-check/fetus-can-send-stem-cells-repair-mothers-damaged-organs/,Pregnancy Allows the Transfer and Differentiation of Fetal Lymphoid Progenitors into Functional T and B Cells in Mothers,11,This fetal cell microchimerism may have a direct impact on maternal health.,N, 
16,"During pregnancy, if the mother suffers organ damage, the baby in the womb sends stem cells to repair the damaged organ.",10.4049/jimmunol.180.2.889,https://www.snopes.com/fact-check/fetus-can-send-stem-cells-repair-mothers-damaged-organs/,Pregnancy Allows the Transfer and Differentiation of Fetal Lymphoid Progenitors into Functional T and B Cells in Mothers,12,Fetal cells enter the maternal circulation during pregnancy (1) and persist in some women for decades after delivery (2).,N, 
16,"During pregnancy, if the mother suffers organ damage, the baby in the womb sends stem cells to repair the damaged organ.",10.4049/jimmunol.180.2.889,https://www.snopes.com/fact-check/fetus-can-send-stem-cells-repair-mothers-damaged-organs/,Pregnancy Allows the Transfer and Differentiation of Fetal Lymphoid Progenitors into Functional T and B Cells in Mothers,13,"This fetal cell microchimerism is a common physiological phenomenon because it has been reported during all human pregnancies and in 30–70% of women with prior pregnancy history (3, 4).",S, 
16,"During pregnancy, if the mother suffers organ damage, the baby in the womb sends stem cells to repair the damaged organ.",10.4049/jimmunol.180.2.889,https://www.snopes.com/fact-check/fetus-can-send-stem-cells-repair-mothers-damaged-organs/,Pregnancy Allows the Transfer and Differentiation of Fetal Lymphoid Progenitors into Functional T and B Cells in Mothers,14,"In particular, the presence of lymphocytes of fetal origin in maternal circulation has been demonstrated in several studies (5).",N, 
16,"During pregnancy, if the mother suffers organ damage, the baby in the womb sends stem cells to repair the damaged organ.",10.4049/jimmunol.180.2.889,https://www.snopes.com/fact-check/fetus-can-send-stem-cells-repair-mothers-damaged-organs/,Pregnancy Allows the Transfer and Differentiation of Fetal Lymphoid Progenitors into Functional T and B Cells in Mothers,15,"T cells have been isolated from the circulation or the skin of women affected or not with systemic sclerosis (4, 6).",N, 
16,"During pregnancy, if the mother suffers organ damage, the baby in the womb sends stem cells to repair the damaged organ.",10.4049/jimmunol.180.2.889,https://www.snopes.com/fact-check/fetus-can-send-stem-cells-repair-mothers-damaged-organs/,Pregnancy Allows the Transfer and Differentiation of Fetal Lymphoid Progenitors into Functional T and B Cells in Mothers,16,"Fetal cells have indeed been detected in maternal circulating CD3+, CD4+, or CD8+ populations (T lymphocyte subsets) in, respectively, 70, 31, and 64% of tested women after pregnancy (5).",N, 
16,"During pregnancy, if the mother suffers organ damage, the baby in the womb sends stem cells to repair the damaged organ.",10.4049/jimmunol.180.2.889,https://www.snopes.com/fact-check/fetus-can-send-stem-cells-repair-mothers-damaged-organs/,Pregnancy Allows the Transfer and Differentiation of Fetal Lymphoid Progenitors into Functional T and B Cells in Mothers,17,"In addition, T lymphocytes of fetal origin could be cloned from skin samples from scleroderma patients (7).",N, 
16,"During pregnancy, if the mother suffers organ damage, the baby in the womb sends stem cells to repair the damaged organ.",10.4049/jimmunol.180.2.889,https://www.snopes.com/fact-check/fetus-can-send-stem-cells-repair-mothers-damaged-organs/,Pregnancy Allows the Transfer and Differentiation of Fetal Lymphoid Progenitors into Functional T and B Cells in Mothers,18,"However, studies analyzing fetal cell microchimerism in a variety of autoimmune diseases such as systemic sclerosis, primary biliary cirrhosis, or Sjögren syndrome failed to demonstrate a role for these cells (3, 8, 9, 10).",S, 
16,"During pregnancy, if the mother suffers organ damage, the baby in the womb sends stem cells to repair the damaged organ.",10.4049/jimmunol.180.2.889,https://www.snopes.com/fact-check/fetus-can-send-stem-cells-repair-mothers-damaged-organs/,Pregnancy Allows the Transfer and Differentiation of Fetal Lymphoid Progenitors into Functional T and B Cells in Mothers,19,"Therefore, the immune consequences of the presence of fetal-derived semiallogenic T cells in maternal tissues are still debated.",N, 
16,"During pregnancy, if the mother suffers organ damage, the baby in the womb sends stem cells to repair the damaged organ.",10.4049/jimmunol.180.2.889,https://www.snopes.com/fact-check/fetus-can-send-stem-cells-repair-mothers-damaged-organs/,Pregnancy Allows the Transfer and Differentiation of Fetal Lymphoid Progenitors into Functional T and B Cells in Mothers,20,"Besides T lymphocytes, B lymphocytes (CD19+), NK cells (CD56/16+), and monocytes (CD14+) of fetal origin have as well been detected in the circulation of a large proportion of healthy women that had children (5).",N, 
16,"During pregnancy, if the mother suffers organ damage, the baby in the womb sends stem cells to repair the damaged organ.",10.4049/jimmunol.180.2.889,https://www.snopes.com/fact-check/fetus-can-send-stem-cells-repair-mothers-damaged-organs/,Pregnancy Allows the Transfer and Differentiation of Fetal Lymphoid Progenitors into Functional T and B Cells in Mothers,21,The detection of such a variety of lymphoid and monocytic fetal cells decades after delivery may reflect the activity of a common fetal progenitor acquired during pregnancy.,N, 
16,"During pregnancy, if the mother suffers organ damage, the baby in the womb sends stem cells to repair the damaged organ.",10.4049/jimmunol.180.2.889,https://www.snopes.com/fact-check/fetus-can-send-stem-cells-repair-mothers-damaged-organs/,Pregnancy Allows the Transfer and Differentiation of Fetal Lymphoid Progenitors into Functional T and B Cells in Mothers,22,"Indeed, the presence of fetal hemopoietic progenitor cells in maternal blood during pregnancy has been suspected either by revealing their cell surface CD34+ expression or, functionally, as colony-forming progenitors following in vitro culture of maternal blood (11, 12, 13).",N, 
16,"During pregnancy, if the mother suffers organ damage, the baby in the womb sends stem cells to repair the damaged organ.",10.4049/jimmunol.180.2.889,https://www.snopes.com/fact-check/fetus-can-send-stem-cells-repair-mothers-damaged-organs/,Pregnancy Allows the Transfer and Differentiation of Fetal Lymphoid Progenitors into Functional T and B Cells in Mothers,23,"The long-term persistence of these fetal-derived presumed progenitors has also been reported (14, 15).",N, 
16,"During pregnancy, if the mother suffers organ damage, the baby in the womb sends stem cells to repair the damaged organ.",10.4049/jimmunol.180.2.889,https://www.snopes.com/fact-check/fetus-can-send-stem-cells-repair-mothers-damaged-organs/,Pregnancy Allows the Transfer and Differentiation of Fetal Lymphoid Progenitors into Functional T and B Cells in Mothers,24,"Fetal male cells could be detected in the flow cytometry-sorted CD34+CD38+ population, suggesting they were lymphoid progenitor cells (2).",N, 
16,"During pregnancy, if the mother suffers organ damage, the baby in the womb sends stem cells to repair the damaged organ.",10.4049/jimmunol.180.2.889,https://www.snopes.com/fact-check/fetus-can-send-stem-cells-repair-mothers-damaged-organs/,Pregnancy Allows the Transfer and Differentiation of Fetal Lymphoid Progenitors into Functional T and B Cells in Mothers,25,"However, to date, no study has directly assessed the “stemness” of the fetal CD34+ cells persisting after pregnancy in terms of proliferation and differentiation capacity.",N, 
16,"During pregnancy, if the mother suffers organ damage, the baby in the womb sends stem cells to repair the damaged organ.",10.4049/jimmunol.180.2.889,https://www.snopes.com/fact-check/fetus-can-send-stem-cells-repair-mothers-damaged-organs/,Pregnancy Allows the Transfer and Differentiation of Fetal Lymphoid Progenitors into Functional T and B Cells in Mothers,26,"In this study, we hypothesized that if mothers acquire lymphoid progenitors of fetal origin during pregnancy, fetal T and B cells should develop in the maternal thymus and bone marrow during and after gestation.",N, 
16,"During pregnancy, if the mother suffers organ damage, the baby in the womb sends stem cells to repair the damaged organ.",10.4049/jimmunol.180.2.889,https://www.snopes.com/fact-check/fetus-can-send-stem-cells-repair-mothers-damaged-organs/,Pregnancy Allows the Transfer and Differentiation of Fetal Lymphoid Progenitors into Functional T and B Cells in Mothers,27,"We show in this study that in immunocompromised mice in which fetal wild-type lymphocytes have a survival advantage, as well as in immunocompetent mice, fetal-derived lymphocyte progenitors develop in the maternal thymus and bone marrow, in contact with maternal Ags.",N, 
16,"During pregnancy, if the mother suffers organ damage, the baby in the womb sends stem cells to repair the damaged organ.",10.4049/jimmunol.180.2.889,https://www.snopes.com/fact-check/fetus-can-send-stem-cells-repair-mothers-damaged-organs/,Pregnancy Allows the Transfer and Differentiation of Fetal Lymphoid Progenitors into Functional T and B Cells in Mothers,28,The resulting fetal cells are functional T and B lymphocytes in the periphery.,N, 
17,Scientific studies support the conclusion that marijuana can play a role in healing broken bones.,10.1038/sj.bjp.0707442,https://www.snopes.com/fact-check/can-marijuana-help-heal-broken-bones/,"The diverse CB1 and CB2 receptor pharmacology of three plant cannabinoids: Δ9-tetrahydrocannabinol, cannabidiol and Δ9-tetrahydrocannabivarin",1,Cannabis sativa is the source of a unique set of compounds known collectively as plant cannabinoids or phytocannabinoids.,N, 
17,Scientific studies support the conclusion that marijuana can play a role in healing broken bones.,10.1038/sj.bjp.0707442,https://www.snopes.com/fact-check/can-marijuana-help-heal-broken-bones/,"The diverse CB1 and CB2 receptor pharmacology of three plant cannabinoids: Δ9-tetrahydrocannabinol, cannabidiol and Δ9-tetrahydrocannabivarin",2,"This review focuses on the manner with which three of these compounds, (−)-trans-Δ9-tetrahydrocannabinol (Δ9-THC), (−)-cannabidiol (CBD) and (−)-trans-Δ9-tetrahydrocannabivarin (Δ9-THCV), interact with cannabinoid CB1 and CB2 receptors.",N, 
17,Scientific studies support the conclusion that marijuana can play a role in healing broken bones.,10.1038/sj.bjp.0707442,https://www.snopes.com/fact-check/can-marijuana-help-heal-broken-bones/,"The diverse CB1 and CB2 receptor pharmacology of three plant cannabinoids: Δ9-tetrahydrocannabinol, cannabidiol and Δ9-tetrahydrocannabivarin",3,"Δ9-THC, the main psychotropic constituent of cannabis, is a CB1 and CB2 receptor partial agonist and in line with classical pharmacology, the responses it elicits appear to be strongly influenced both by the expression level and signalling efficiency of cannabinoid receptors and by ongoing endogenous cannabinoid release.",N, 
17,Scientific studies support the conclusion that marijuana can play a role in healing broken bones.,10.1038/sj.bjp.0707442,https://www.snopes.com/fact-check/can-marijuana-help-heal-broken-bones/,"The diverse CB1 and CB2 receptor pharmacology of three plant cannabinoids: Δ9-tetrahydrocannabinol, cannabidiol and Δ9-tetrahydrocannabivarin",4,"CBD displays unexpectedly high potency as an antagonist of CB1/CB2 receptor agonists in CB1- and CB2-expressing cells or tissues, the manner with which it interacts with CB2 receptors providing a possible explanation for its ability to inhibit evoked immune cell migration.",N, 
17,Scientific studies support the conclusion that marijuana can play a role in healing broken bones.,10.1038/sj.bjp.0707442,https://www.snopes.com/fact-check/can-marijuana-help-heal-broken-bones/,"The diverse CB1 and CB2 receptor pharmacology of three plant cannabinoids: Δ9-tetrahydrocannabinol, cannabidiol and Δ9-tetrahydrocannabivarin",5,Δ9-THCV behaves as a potent CB2 receptor partial agonist in vitro.,N, 
17,Scientific studies support the conclusion that marijuana can play a role in healing broken bones.,10.1038/sj.bjp.0707442,https://www.snopes.com/fact-check/can-marijuana-help-heal-broken-bones/,"The diverse CB1 and CB2 receptor pharmacology of three plant cannabinoids: Δ9-tetrahydrocannabinol, cannabidiol and Δ9-tetrahydrocannabivarin",6,"In contrast, it antagonizes cannabinoid receptor agonists in CB1-expressing tissues.",N, 
17,Scientific studies support the conclusion that marijuana can play a role in healing broken bones.,10.1038/sj.bjp.0707442,https://www.snopes.com/fact-check/can-marijuana-help-heal-broken-bones/,"The diverse CB1 and CB2 receptor pharmacology of three plant cannabinoids: Δ9-tetrahydrocannabinol, cannabidiol and Δ9-tetrahydrocannabivarin",7,This it does with relatively high potency and in a manner that is both tissue and ligand dependent.,N, 
17,Scientific studies support the conclusion that marijuana can play a role in healing broken bones.,10.1038/sj.bjp.0707442,https://www.snopes.com/fact-check/can-marijuana-help-heal-broken-bones/,"The diverse CB1 and CB2 receptor pharmacology of three plant cannabinoids: Δ9-tetrahydrocannabinol, cannabidiol and Δ9-tetrahydrocannabivarin",8,"Δ9-THCV also interacts with CB1 receptors when administered in vivo, behaving either as a CB1 antagonist or, at higher doses, as a CB1 receptor agonist.",N, 
17,Scientific studies support the conclusion that marijuana can play a role in healing broken bones.,10.1038/sj.bjp.0707442,https://www.snopes.com/fact-check/can-marijuana-help-heal-broken-bones/,"The diverse CB1 and CB2 receptor pharmacology of three plant cannabinoids: Δ9-tetrahydrocannabinol, cannabidiol and Δ9-tetrahydrocannabivarin",9,"Brief mention is also made in this review, first of the production by Δ9-THC of pharmacodynamic tolerance, second of current knowledge about the extent to which Δ9-THC, CBD and Δ9-THCV interact with pharmacological targets other than CB1 or CB2 receptors, and third of actual and potential therapeutic applications for each of these cannabinoids.",N, 
18,Time itself is speeding up and we actually perceive a 24-hour day as a 16-hour day.,10.1029/2000JA900118,https://www.snopes.com/fact-check/our-days-feel-shorter-because-time-is-literally-speeding-up/,Decrease of the first Schumann resonance frequency during solar proton events,1,"The variations of the first-order Schumann resonance frequency in Kola peninsula are studied for four solar proton events on November 4 and 6, 1997 and on May 2 and May 6, 1998.",N, 
18,Time itself is speeding up and we actually perceive a 24-hour day as a 16-hour day.,10.1029/2000JA900118,https://www.snopes.com/fact-check/our-days-feel-shorter-because-time-is-literally-speeding-up/,Decrease of the first Schumann resonance frequency during solar proton events,2,It is found that the frequency decreases by about 0.15 Hz during the peaks of the proton penetrations.,N, 
18,Time itself is speeding up and we actually perceive a 24-hour day as a 16-hour day.,10.1029/2000JA900118,https://www.snopes.com/fact-check/our-days-feel-shorter-because-time-is-literally-speeding-up/,Decrease of the first Schumann resonance frequency during solar proton events,3,Such a decrease is in agreement with modeling calculations.,N, 
18,Time itself is speeding up and we actually perceive a 24-hour day as a 16-hour day.,10.1029/2000JA900118,https://www.snopes.com/fact-check/our-days-feel-shorter-because-time-is-literally-speeding-up/,Decrease of the first Schumann resonance frequency during solar proton events,4,A very intensive solar X ray burst preceding the proton flare on November 6 caused an increase of the resonance frequency.,R, 
18,Time itself is speeding up and we actually perceive a 24-hour day as a 16-hour day.,10.1029/2000JA900118,https://www.snopes.com/fact-check/our-days-feel-shorter-because-time-is-literally-speeding-up/,Decrease of the first Schumann resonance frequency during solar proton events,5,The decrease of amplitude about of 0.2 pT and the decrease of the resonance bandwidth about of 0.2 Hz are observed in the November events.,R, 
19,NASA will launch naked pictures of humans into space in hopes of “attracting aliens.”,10.3390/galaxies10020055,https://www.snopes.com/fact-check/nasa-nude-pics-into-space/,A Beacon in the Galaxy: Updated Arecibo Message for Potential FAST and SETI Projects,1,"An updated, binary-coded message has been developed for transmission to extraterrestrial intelligences in the Milky Way galaxy.",N, 
19,NASA will launch naked pictures of humans into space in hopes of “attracting aliens.”,10.3390/galaxies10020055,https://www.snopes.com/fact-check/nasa-nude-pics-into-space/,A Beacon in the Galaxy: Updated Arecibo Message for Potential FAST and SETI Projects,2,"The proposed message includes basic mathematical and physical concepts to establish a universal means of communication followed by information on the biochemical composition of life on Earth, the Solar System’s time-stamped position in the Milky Way relative to known globular clusters, as well as digitized depictions of the Solar System, and Earth’s surface.",N, 
19,NASA will launch naked pictures of humans into space in hopes of “attracting aliens.”,10.3390/galaxies10020055,https://www.snopes.com/fact-check/nasa-nude-pics-into-space/,A Beacon in the Galaxy: Updated Arecibo Message for Potential FAST and SETI Projects,3,"The message concludes with digitized images of the human form, along with an invitation for any receiving intelligences to respond.",S, 
19,NASA will launch naked pictures of humans into space in hopes of “attracting aliens.”,10.3390/galaxies10020055,https://www.snopes.com/fact-check/nasa-nude-pics-into-space/,A Beacon in the Galaxy: Updated Arecibo Message for Potential FAST and SETI Projects,4,Calculation of the optimal timing during a given calendar year is specified for potential future transmission from both the Five-hundred-meter Aperture Spherical radio Telescope in China and the SETI Institute’s Allen Telescope Array in northern California to a selected region of the Milky Way which has been proposed as the most likely location for life to have developed.,N, 
19,NASA will launch naked pictures of humans into space in hopes of “attracting aliens.”,10.3390/galaxies10020055,https://www.snopes.com/fact-check/nasa-nude-pics-into-space/,A Beacon in the Galaxy: Updated Arecibo Message for Potential FAST and SETI Projects,5,"These powerful new beacons, the successors to the Arecibo radio telescope which transmitted the 1974 message upon which this expanded communication is in part based, can carry forward Arecibo’s legacy into the 21st century with this equally well-constructed communication from Earth’s technological civilization.",N, 
20,A viral image shows how grains of salt look under a microscope.,10.7554/eLife.25916,https://www.snopes.com/fact-check/salt-grains-microscope/,Enhanced FIB-SEM systems for large-volume 3D imaging,1,"Focused Ion Beam Scanning Electron Microscopy (FIB-SEM) can automatically generate 3D images with superior z-axis resolution, yielding data that needs minimal image registration and related post-processing.",N, 
20,A viral image shows how grains of salt look under a microscope.,10.7554/eLife.25916,https://www.snopes.com/fact-check/salt-grains-microscope/,Enhanced FIB-SEM systems for large-volume 3D imaging,2,"Obstacles blocking wider adoption of FIB-SEM include slow imaging speed and lack of long-term system stability, which caps the maximum possible acquisition volume.",N, 
20,A viral image shows how grains of salt look under a microscope.,10.7554/eLife.25916,https://www.snopes.com/fact-check/salt-grains-microscope/,Enhanced FIB-SEM systems for large-volume 3D imaging,3,"Here, we present techniques that accelerate image acquisition while greatly improving FIB-SEM reliability, allowing the system to operate for months and generating continuously imaged volumes > 106 µm3.",N, 
20,A viral image shows how grains of salt look under a microscope.,10.7554/eLife.25916,https://www.snopes.com/fact-check/salt-grains-microscope/,Enhanced FIB-SEM systems for large-volume 3D imaging,4,"These volumes are large enough for connectomics, where the excellent z resolution can help in tracing of small neuronal processes and accelerate the tedious and time-consuming human proofreading effort.",N, 
20,A viral image shows how grains of salt look under a microscope.,10.7554/eLife.25916,https://www.snopes.com/fact-check/salt-grains-microscope/,Enhanced FIB-SEM systems for large-volume 3D imaging,5,Even higher resolution can be achieved on smaller volumes.,N, 
20,A viral image shows how grains of salt look under a microscope.,10.7554/eLife.25916,https://www.snopes.com/fact-check/salt-grains-microscope/,Enhanced FIB-SEM systems for large-volume 3D imaging,6,"We present example data sets from mammalian neural tissue, Drosophila brain, and Chlamydomonas reinhardtii to illustrate the power of this novel high-resolution technique to address questions in both connectomics and cell biology.",N, 
21,"Researchers at Ben-Gurion University in Israel taught goldfish to steer a specially designed ""fish-operated vehicle"" to get food.",10.1016/j.bbr.2021.113711,https://www.snopes.com/fact-check/goldfish-steer-tank-on-wheels/,From fish out of water to new insights on navigation mechanisms in animals,1,"Navigation is a critical ability for animal survival and is important for food foraging, finding shelter, seeking mates and a variety of other behaviors.",N, 
21,"Researchers at Ben-Gurion University in Israel taught goldfish to steer a specially designed ""fish-operated vehicle"" to get food.",10.1016/j.bbr.2021.113711,https://www.snopes.com/fact-check/goldfish-steer-tank-on-wheels/,From fish out of water to new insights on navigation mechanisms in animals,2,"Given their fundamental role and universal function in the animal kingdom, it makes sense to explore whether space representation and navigation mechanisms are dependent on the species, ecological system, brain structures, or whether they share general and universal properties.",S, 
21,"Researchers at Ben-Gurion University in Israel taught goldfish to steer a specially designed ""fish-operated vehicle"" to get food.",10.1016/j.bbr.2021.113711,https://www.snopes.com/fact-check/goldfish-steer-tank-on-wheels/,From fish out of water to new insights on navigation mechanisms in animals,3,"One way to explore this issue behaviorally is by domain transfer methodology, where one species is embedded in another species’ environment and must cope with an otherwise familiar (in our case, navigation) task.",S, 
21,"Researchers at Ben-Gurion University in Israel taught goldfish to steer a specially designed ""fish-operated vehicle"" to get food.",10.1016/j.bbr.2021.113711,https://www.snopes.com/fact-check/goldfish-steer-tank-on-wheels/,From fish out of water to new insights on navigation mechanisms in animals,4,Here we push this idea to the limit by studying the navigation ability of a fish in a terrestrial environment.,S, 
21,"Researchers at Ben-Gurion University in Israel taught goldfish to steer a specially designed ""fish-operated vehicle"" to get food.",10.1016/j.bbr.2021.113711,https://www.snopes.com/fact-check/goldfish-steer-tank-on-wheels/,From fish out of water to new insights on navigation mechanisms in animals,5,"For this purpose, we trained goldfish to use a Fish Operated Vehicle (FOV), a wheeled terrestrial platform that reacts to the fish’s movement characteristics, location and orientation in its water tank to change the vehicle’s; i.e., the water tank’s, position in the arena.",N, 
21,"Researchers at Ben-Gurion University in Israel taught goldfish to steer a specially designed ""fish-operated vehicle"" to get food.",10.1016/j.bbr.2021.113711,https://www.snopes.com/fact-check/goldfish-steer-tank-on-wheels/,From fish out of water to new insights on navigation mechanisms in animals,6,"The fish were tasked to “drive” the FOV towards a visual target in the terrestrial environment, which was observable through the walls of the tank, and indeed were able to operate the vehicle, explore the new environment, and reach the target regardless of the starting point, all while avoiding dead-ends and correcting location inaccuracies.",S, 
21,"Researchers at Ben-Gurion University in Israel taught goldfish to steer a specially designed ""fish-operated vehicle"" to get food.",10.1016/j.bbr.2021.113711,https://www.snopes.com/fact-check/goldfish-steer-tank-on-wheels/,From fish out of water to new insights on navigation mechanisms in animals,7,"These results demonstrate how a fish was able to transfer its space representation and navigation skills to a wholly different terrestrial environment, thus supporting the hypothesis that the former possess a universal quality that is species-independent.",N, 
22,"More than 20 African countries banded together to combat the spread of the Sahara Desert by planting a giant wall of trees to run across the continent. This wall will stretch for around 7,000 km coast to coast.",10.1038/s41893-021-00801-8,https://www.snopes.com/fact-check/africa-giant-wall-of-trees-sahara/,Economic efficiency and targeting of the African Great Green Wall,1,Land degradation in the Sahel threatens livelihoods and food security.,N, 
22,"More than 20 African countries banded together to combat the spread of the Sahara Desert by planting a giant wall of trees to run across the continent. This wall will stretch for around 7,000 km coast to coast.",10.1038/s41893-021-00801-8,https://www.snopes.com/fact-check/africa-giant-wall-of-trees-sahara/,Economic efficiency and targeting of the African Great Green Wall,2,"The Great Green Wall programme is a colossal initiative to restore 100 million hectares of degraded ecosystems across 11 countries in the region, which started in 2007 to also promote sustainable development and climate change mitigation.",N, 
22,"More than 20 African countries banded together to combat the spread of the Sahara Desert by planting a giant wall of trees to run across the continent. This wall will stretch for around 7,000 km coast to coast.",10.1038/s41893-021-00801-8,https://www.snopes.com/fact-check/africa-giant-wall-of-trees-sahara/,Economic efficiency and targeting of the African Great Green Wall,3,We evaluated the economic costs and benefits of future land restoration projects under this programme.,N, 
22,"More than 20 African countries banded together to combat the spread of the Sahara Desert by planting a giant wall of trees to run across the continent. This wall will stretch for around 7,000 km coast to coast.",10.1038/s41893-021-00801-8,https://www.snopes.com/fact-check/africa-giant-wall-of-trees-sahara/,Economic efficiency and targeting of the African Great Green Wall,4,"We applied different scenarios that account for both market-priced and non-market benefits from restored ecosystems and consider the heterogeneity of local decision-making contexts in terms of investment planning horizons, discount rates, and the time needed for the restored ecosystems to start yielding their benefits in full.",N, 
22,"More than 20 African countries banded together to combat the spread of the Sahara Desert by planting a giant wall of trees to run across the continent. This wall will stretch for around 7,000 km coast to coast.",10.1038/s41893-021-00801-8,https://www.snopes.com/fact-check/africa-giant-wall-of-trees-sahara/,Economic efficiency and targeting of the African Great Green Wall,5,"The results show that every US dollar invested into land restoration yields on average US$1.2 under the base scenario, ranging from US$1.1 to US$4.4 across the scenarios.",N, 
22,"More than 20 African countries banded together to combat the spread of the Sahara Desert by planting a giant wall of trees to run across the continent. This wall will stretch for around 7,000 km coast to coast.",10.1038/s41893-021-00801-8,https://www.snopes.com/fact-check/africa-giant-wall-of-trees-sahara/,Economic efficiency and targeting of the African Great Green Wall,6,"At most, ten years are needed for land restoration activities to break even from the social perspective, accounting for both market-priced and non-market ecosystem benefits.",N, 
22,"More than 20 African countries banded together to combat the spread of the Sahara Desert by planting a giant wall of trees to run across the continent. This wall will stretch for around 7,000 km coast to coast.",10.1038/s41893-021-00801-8,https://www.snopes.com/fact-check/africa-giant-wall-of-trees-sahara/,Economic efficiency and targeting of the African Great Green Wall,7,"To fund all proposed land restoration activities, an investment of US$44 billion is needed under the base scenario (US$18–70 billion across scenarios).",N, 
22,"More than 20 African countries banded together to combat the spread of the Sahara Desert by planting a giant wall of trees to run across the continent. This wall will stretch for around 7,000 km coast to coast.",10.1038/s41893-021-00801-8,https://www.snopes.com/fact-check/africa-giant-wall-of-trees-sahara/,Economic efficiency and targeting of the African Great Green Wall,8,Violent conflicts in the Sahel are estimated to reduce the accessibility to these degraded ecosystems from 27.9 million hectares to 14.1 million hectares.,N, 
22,"More than 20 African countries banded together to combat the spread of the Sahara Desert by planting a giant wall of trees to run across the continent. This wall will stretch for around 7,000 km coast to coast.",10.1038/s41893-021-00801-8,https://www.snopes.com/fact-check/africa-giant-wall-of-trees-sahara/,Economic efficiency and targeting of the African Great Green Wall,9,"The study highlights activities and locations where land restoration is both economically attractive and ecologically sustainable, even after accounting for lower survival rates of planted trees and grasses, persistence of land degradation drivers and the growing number of violent conflicts hindering land restoration in the Sahel.",N, 
22,"More than 20 African countries banded together to combat the spread of the Sahara Desert by planting a giant wall of trees to run across the continent. This wall will stretch for around 7,000 km coast to coast.",10.1038/s41893-021-00801-8,https://www.snopes.com/fact-check/africa-giant-wall-of-trees-sahara/,Economic efficiency and targeting of the African Great Green Wall,10,This information can help improve the targeting of future land restoration activities in the region.,N, 
23,"In 2021, Guinness World Records named paint developed by researchers at Purdue University the world's whitest.",10.1021/acsami.1c02368,https://www.snopes.com/fact-check/whitest-paint-guinness-record/,Ultrawhite BaSO4 Paints and Films for Remarkable Daytime Subambient Radiative Cooling,1,"Radiative cooling is a passive cooling technology that offers great promises to reduce space cooling cost, combat the urban island effect, and alleviate the global warming.",N, 
23,"In 2021, Guinness World Records named paint developed by researchers at Purdue University the world's whitest.",10.1021/acsami.1c02368,https://www.snopes.com/fact-check/whitest-paint-guinness-record/,Ultrawhite BaSO4 Paints and Films for Remarkable Daytime Subambient Radiative Cooling,2,"To achieve passive daytime radiative cooling, current state-of-the-art solutions often utilize complicated multilayer structures or a reflective metal layer, limiting their applications in many fields.",N, 
